"","USD1MTD156N","DGS3MO"
"1990-02-20",8.3125,8.06
"1990-02-21",8.3125,8.01
"1990-02-22",8.3125,7.99
"1990-02-23",8.3125,7.93
"1990-02-26",8.3125,7.97
"1990-02-27",8.375,7.99
"1990-02-28",8.375,8.04
"1990-03-01",8.375,8.08
"1990-03-02",8.375,8.02
"1990-03-05",8.375,8.09
"1990-03-06",8.375,8.17
"1990-03-07",8.375,8.18
"1990-03-08",8.375,8.18
"1990-03-09",8.375,8.26
"1990-03-12",8.4375,8.26
"1990-03-13",8.4375,8.26
"1990-03-14",8.5,8.23
"1990-03-15",8.4375,8.21
"1990-03-16",8.4375,8.19
"1990-03-19",8.4375,8.22
"1990-03-20",8.4375,8.25
"1990-03-21",8.4375,8.23
"1990-03-22",8.4375,8.17
"1990-03-23",8.4375,8.15
"1990-03-26",8.4375,8.13
"1990-03-27",8.4375,8.17
"1990-03-28",8.4375,8.12
"1990-03-29",8.375,8.1
"1990-03-30",8.375,8.07
"1990-04-02",8.4375,8.05
"1990-04-03",8.4375,8.09
"1990-04-04",8.4375,8.01
"1990-04-05",8.4375,8.02
"1990-04-06",8.4375,8.02
"1990-04-09",8.375,8.09
"1990-04-10",8.39063,8.05
"1990-04-11",8.375,8.03
"1990-04-12",8.375,8.02
"1990-04-13",NA,NA
"1990-04-16",NA,8.01
"1990-04-17",8.375,8.03
"1990-04-18",8.375,8.08
"1990-04-19",8.4375,8.06
"1990-04-20",8.4375,7.95
"1990-04-23",8.45313,8
"1990-04-24",8.46875,8.03
"1990-04-25",8.5,8.06
"1990-04-26",8.5,8.09
"1990-04-27",8.5625,8.05
"1990-04-30",8.5,8.07
"1990-05-01",8.5,8.19
"1990-05-02",8.5625,8.17
"1990-05-03",8.5,8.15
"1990-05-04",8.4375,8.02
"1990-05-07",NA,8.09
"1990-05-08",8.375,8.06
"1990-05-09",8.32813,8.01
"1990-05-10",8.3125,7.97
"1990-05-11",8.3125,7.88
"1990-05-14",8.3125,7.89
"1990-05-15",8.3125,7.91
"1990-05-16",8.3125,7.93
"1990-05-17",8.3125,7.93
"1990-05-18",8.3125,8.01
"1990-05-21",8.3125,8.02
"1990-05-22",8.3125,7.99
"1990-05-23",8.25,7.91
"1990-05-24",8.25,7.95
"1990-05-25",8.25,8.01
"1990-05-28",NA,NA
"1990-05-29",8.25,8.02
"1990-05-30",8.3125,8.03
"1990-05-31",8.3125,8.01
"1990-06-01",8.3125,7.94
"1990-06-04",8.25,7.96
"1990-06-05",8.25,7.96
"1990-06-06",8.3125,7.96
"1990-06-07",8.3125,7.96
"1990-06-08",8.28125,7.96
"1990-06-11",8.25,7.99
"1990-06-12",8.3125,7.99
"1990-06-13",8.3125,7.93
"1990-06-14",8.25,7.92
"1990-06-15",8.25,7.95
"1990-06-18",8.3125,7.93
"1990-06-19",8.3125,8
"1990-06-20",8.3125,8.03
"1990-06-21",8.3125,8.03
"1990-06-22",8.3125,8.04
"1990-06-25",8.3125,8.05
"1990-06-26",8.3125,8.07
"1990-06-27",8.375,8.05
"1990-06-28",8.3125,8
"1990-06-29",8.3125,8
"1990-07-02",8.3125,8
"1990-07-03",8.3125,7.96
"1990-07-04",8.3125,NA
"1990-07-05",8.3125,7.92
"1990-07-06",8.3125,8.01
"1990-07-09",8.375,8.06
"1990-07-10",8.375,8.07
"1990-07-11",8.375,8.05
"1990-07-12",8.375,7.94
"1990-07-13",8.25,7.85
"1990-07-16",8.1875,7.86
"1990-07-17",8.125,7.87
"1990-07-18",8.125,7.8
"1990-07-19",8.125,7.79
"1990-07-20",8.125,7.79
"1990-07-23",8.125,7.73
"1990-07-24",8.0625,7.78
"1990-07-25",8.0625,7.81
"1990-07-26",8.0625,7.83
"1990-07-27",8.09375,7.77
"1990-07-30",8.0625,7.74
"1990-07-31",8,7.74
"1990-08-01",8,7.67
"1990-08-02",8,7.68
"1990-08-03",8.0625,7.52
"1990-08-06",8,7.54
"1990-08-07",8,7.61
"1990-08-08",8.04688,7.62
"1990-08-09",8.0625,7.66
"1990-08-10",8.0625,7.64
"1990-08-13",8.0625,7.66
"1990-08-14",8.0625,7.68
"1990-08-15",8.0625,7.7
"1990-08-16",8.0625,7.73
"1990-08-17",8.1875,7.72
"1990-08-20",8.1875,7.77
"1990-08-21",8.1875,7.83
"1990-08-22",8.1875,7.85
"1990-08-23",8.25,7.79
"1990-08-24",8.25,7.74
"1990-08-27",NA,7.78
"1990-08-28",8.125,7.73
"1990-08-29",8.125,7.72
"1990-08-30",8.125,7.7
"1990-08-31",8.0625,7.63
"1990-09-03",8.0625,NA
"1990-09-04",8.0625,7.64
"1990-09-05",8,7.61
"1990-09-06",8,7.62
"1990-09-07",8.0625,7.63
"1990-09-10",8.125,7.68
"1990-09-11",8.125,7.67
"1990-09-12",8.125,7.61
"1990-09-13",8.1875,7.59
"1990-09-14",8.125,7.59
"1990-09-17",8.125,7.61
"1990-09-18",8.1875,7.61
"1990-09-19",8.1875,7.64
"1990-09-20",8.25,7.63
"1990-09-21",8.3125,7.6
"1990-09-24",8.3125,7.63
"1990-09-25",8.4375,7.59
"1990-09-26",8.5,7.57
"1990-09-27",8.3125,7.47
"1990-09-28",8.26563,7.37
"1990-10-01",8.125,7.37
"1990-10-02",8.125,7.41
"1990-10-03",8.125,7.38
"1990-10-04",8.14063,7.36
"1990-10-05",8.1875,7.27
"1990-10-08",8.1875,NA
"1990-10-09",8.1875,7.41
"1990-10-10",8.25,7.44
"1990-10-11",8.25,7.35
"1990-10-12",8.1875,7.37
"1990-10-15",8.1875,7.4
"1990-10-16",8.1875,7.39
"1990-10-17",8.1875,7.44
"1990-10-18",8.1875,7.49
"1990-10-19",8.125,7.48
"1990-10-22",8.125,7.47
"1990-10-23",8.125,7.45
"1990-10-24",8.125,7.46
"1990-10-25",8.0625,7.41
"1990-10-26",8,7.36
"1990-10-29",7.9375,7.38
"1990-10-30",7.9375,7.37
"1990-10-31",7.9375,7.34
"1990-11-01",8,7.28
"1990-11-02",8,7.31
"1990-11-05",8,7.31
"1990-11-06",8,7.31
"1990-11-07",8,7.32
"1990-11-08",8,7.32
"1990-11-09",8,7.27
"1990-11-12",7.9375,NA
"1990-11-13",7.9375,7.27
"1990-11-14",7.9375,7.3
"1990-11-15",7.9375,7.32
"1990-11-16",7.92188,7.31
"1990-11-19",7.9375,7.33
"1990-11-20",7.9375,7.32
"1990-11-21",7.875,7.27
"1990-11-22",7.875,NA
"1990-11-23",7.875,7.25
"1990-11-26",7.875,7.26
"1990-11-27",8,7.27
"1990-11-28",9.125,7.29
"1990-11-29",8.875,7.26
"1990-11-30",8.625,7.24
"1990-12-03",8.625,7.28
"1990-12-04",8.5625,7.24
"1990-12-05",8.375,7.23
"1990-12-06",8.375,7.22
"1990-12-07",8.3125,7.1
"1990-12-10",7.875,7.07
"1990-12-11",7.875,7.06
"1990-12-12",7.875,7
"1990-12-13",7.875,7.05
"1990-12-14",8.10938,7.06
"1990-12-17",8.375,7.02
"1990-12-18",8.375,6.94
"1990-12-19",8.125,6.83
"1990-12-20",8.25,6.75
"1990-12-21",8.6875,6.79
"1990-12-24",8.875,6.73
"1990-12-25",NA,NA
"1990-12-26",NA,6.68
"1990-12-27",9.125,6.67
"1990-12-28",7.625,6.64
"1990-12-31",7.625,6.63
"1991-01-01",NA,NA
"1991-01-02",7.5625,6.66
"1991-01-03",7.375,6.64
"1991-01-04",7.4375,6.73
"1991-01-07",7.57813,6.71
"1991-01-08",7.64063,6.64
"1991-01-09",7.48438,6.44
"1991-01-10",7.3125,6.4
"1991-01-11",7.1875,6.34
"1991-01-14",7.5,6.24
"1991-01-15",7.5,6.23
"1991-01-16",7.5625,6.22
"1991-01-17",7.375,6.3
"1991-01-18",7.3125,6.24
"1991-01-21",7.125,NA
"1991-01-22",6.92188,6.24
"1991-01-23",6.9375,6.32
"1991-01-24",6.75,6.31
"1991-01-25",6.8125,6.35
"1991-01-28",6.875,6.44
"1991-01-29",6.95313,6.41
"1991-01-30",6.9375,6.39
"1991-01-31",6.9375,6.37
"1991-02-01",6.9375,6.17
"1991-02-04",6.5625,6.15
"1991-02-05",6.5,6.15
"1991-02-06",6.5,6.08
"1991-02-07",6.4375,6.11
"1991-02-08",6.4375,6.09
"1991-02-11",6.4375,6.05
"1991-02-12",6.5,6.02
"1991-02-13",6.5,6.03
"1991-02-14",6.5,6.02
"1991-02-15",6.5,6.08
"1991-02-18",6.5,NA
"1991-02-19",6.5,6.13
"1991-02-20",6.5625,6.11
"1991-02-21",6.5625,6.09
"1991-02-22",6.5625,6.12
"1991-02-25",6.625,6.16
"1991-02-26",6.625,6.22
"1991-02-27",7.0625,6.21
"1991-02-28",7,6.22
"1991-03-01",7,6.27
"1991-03-04",7,6.24
"1991-03-05",6.9375,6.25
"1991-03-06",6.8125,6.28
"1991-03-07",6.8125,6.27
"1991-03-08",6.75,6.16
"1991-03-11",6.5625,6.08
"1991-03-12",6.5,6.05
"1991-03-13",6.5,6.02
"1991-03-14",6.375,5.94
"1991-03-15",6.3125,5.98
"1991-03-18",6.375,6.03
"1991-03-19",6.4375,6.08
"1991-03-20",6.54688,6.07
"1991-03-21",6.5,6.06
"1991-03-22",6.4375,6.06
"1991-03-25",6.4375,6.07
"1991-03-26",6.4375,6.05
"1991-03-27",6.375,5.99
"1991-03-28",6.3125,5.92
"1991-03-29",NA,NA
"1991-04-01",NA,5.94
"1991-04-02",6.375,5.95
"1991-04-03",6.3125,5.95
"1991-04-04",6.3125,5.92
"1991-04-05",6.25,5.89
"1991-04-08",6.125,5.83
"1991-04-09",6.125,5.79
"1991-04-10",6.0625,5.79
"1991-04-11",6.0625,5.74
"1991-04-12",6,5.68
"1991-04-15",5.9375,5.77
"1991-04-16",6.0625,5.79
"1991-04-17",6.125,5.73
"1991-04-18",6.125,5.84
"1991-04-19",6.1875,5.93
"1991-04-22",6.1875,5.87
"1991-04-23",6.1875,5.89
"1991-04-24",6.125,5.84
"1991-04-25",6.125,5.78
"1991-04-26",6.125,5.79
"1991-04-29",6.0625,5.77
"1991-04-30",6.0625,5.68
"1991-05-01",5.9375,5.71
"1991-05-02",5.9375,5.63
"1991-05-03",5.9375,5.64
"1991-05-06",NA,5.64
"1991-05-07",5.9375,5.67
"1991-05-08",5.9375,5.67
"1991-05-09",5.9375,5.65
"1991-05-10",5.9375,5.65
"1991-05-13",5.9375,5.65
"1991-05-14",5.9375,5.66
"1991-05-15",5.9375,5.62
"1991-05-16",5.9375,5.57
"1991-05-17",5.9375,5.57
"1991-05-20",5.9375,5.63
"1991-05-21",5.9375,5.67
"1991-05-22",5.9375,5.63
"1991-05-23",5.9375,5.57
"1991-05-24",5.9375,5.57
"1991-05-27",NA,NA
"1991-05-28",5.9375,5.59
"1991-05-29",5.9375,5.62
"1991-05-30",5.9375,5.62
"1991-05-31",5.9375,5.71
"1991-06-03",6,5.79
"1991-06-04",6.0625,5.74
"1991-06-05",6.125,5.76
"1991-06-06",6.0625,5.74
"1991-06-07",6.10938,5.74
"1991-06-10",6.125,5.77
"1991-06-11",6.125,5.74
"1991-06-12",6.125,5.73
"1991-06-13",6.125,5.76
"1991-06-14",6.125,5.77
"1991-06-17",6.0625,5.78
"1991-06-18",6.0625,5.8
"1991-06-19",6.0625,5.74
"1991-06-20",6.0625,5.74
"1991-06-21",6.0625,5.75
"1991-06-24",6.0625,5.75
"1991-06-25",6.0625,5.75
"1991-06-26",6.10156,5.73
"1991-06-27",6.0625,5.73
"1991-06-28",6.0625,5.71
"1991-07-01",6.0625,5.76
"1991-07-02",6.0625,5.75
"1991-07-03",6.0625,5.73
"1991-07-04",6.0625,NA
"1991-07-05",6.0625,5.76
"1991-07-08",6.0625,5.75
"1991-07-09",6.0625,5.76
"1991-07-10",6.0625,5.75
"1991-07-11",6.0625,5.74
"1991-07-12",6.0625,5.72
"1991-07-15",6,5.75
"1991-07-16",6,5.76
"1991-07-17",6,5.79
"1991-07-18",6,5.77
"1991-07-19",6,5.76
"1991-07-22",6,5.76
"1991-07-23",6,5.76
"1991-07-24",6,5.75
"1991-07-25",6,5.76
"1991-07-26",6,5.76
"1991-07-29",5.9375,5.75
"1991-07-30",5.9375,5.73
"1991-07-31",5.9375,5.7
"1991-08-01",5.9375,5.72
"1991-08-02",5.9375,5.63
"1991-08-05",5.875,5.68
"1991-08-06",5.875,5.58
"1991-08-07",5.6875,5.55
"1991-08-08",5.63281,5.54
"1991-08-09",5.71094,5.48
"1991-08-12",5.75,5.48
"1991-08-13",5.75,5.45
"1991-08-14",5.75,5.45
"1991-08-15",5.6875,5.46
"1991-08-16",5.75,5.42
"1991-08-19",5.75,5.27
"1991-08-20",5.6875,5.26
"1991-08-21",5.6875,5.44
"1991-08-22",5.6875,5.47
"1991-08-23",5.6875,5.56
"1991-08-26",NA,5.58
"1991-08-27",5.75,5.55
"1991-08-28",5.75,5.46
"1991-08-29",5.75,5.43
"1991-08-30",5.6875,5.49
"1991-09-02",5.75,NA
"1991-09-03",5.75,5.51
"1991-09-04",5.75,5.49
"1991-09-05",5.6875,5.48
"1991-09-06",5.75,5.45
"1991-09-09",5.6875,5.44
"1991-09-10",5.625,5.4
"1991-09-11",5.625,5.42
"1991-09-12",5.625,5.38
"1991-09-13",5.5625,5.31
"1991-09-16",5.5,5.34
"1991-09-17",5.5625,5.35
"1991-09-18",5.5625,5.34
"1991-09-19",5.5625,5.36
"1991-09-20",5.5625,5.35
"1991-09-23",5.5625,5.37
"1991-09-24",5.5625,5.33
"1991-09-25",5.5,5.33
"1991-09-26",5.5,5.28
"1991-09-27",5.5,5.28
"1991-09-30",5.4375,5.26
"1991-10-01",5.4375,5.25
"1991-10-02",5.4375,5.24
"1991-10-03",5.4375,5.19
"1991-10-04",5.3125,5.17
"1991-10-07",5.25,5.18
"1991-10-08",5.25,5.17
"1991-10-09",5.3125,5.16
"1991-10-10",5.3125,5.18
"1991-10-11",5.3125,5.14
"1991-10-14",5.3125,NA
"1991-10-15",5.3125,5.13
"1991-10-16",5.3125,5.12
"1991-10-17",5.3125,5.18
"1991-10-18",5.375,5.18
"1991-10-21",5.3125,5.19
"1991-10-22",5.375,5.21
"1991-10-23",5.375,5.19
"1991-10-24",5.375,5.12
"1991-10-25",5.36719,5.11
"1991-10-28",5.375,5.09
"1991-10-29",5.3125,5.03
"1991-10-30",5.25,4.98
"1991-10-31",5.125,4.96
"1991-11-01",5.125,4.89
"1991-11-04",5.0625,4.88
"1991-11-05",5.0625,4.9
"1991-11-06",5.0625,4.76
"1991-11-07",4.9375,4.76
"1991-11-08",4.9375,4.75
"1991-11-11",4.9375,NA
"1991-11-12",4.9375,4.77
"1991-11-13",4.9375,4.76
"1991-11-14",4.9375,4.76
"1991-11-15",4.9375,4.72
"1991-11-18",4.875,4.71
"1991-11-19",4.875,4.66
"1991-11-20",4.875,4.62
"1991-11-21",4.875,4.56
"1991-11-22",4.8125,4.55
"1991-11-25",4.8125,4.55
"1991-11-26",4.8125,4.52
"1991-11-27",4.8125,4.51
"1991-11-28",5.1875,NA
"1991-11-29",5.1875,4.47
"1991-12-02",5.25,4.51
"1991-12-03",5.25,4.48
"1991-12-04",5.25,4.43
"1991-12-05",5.1875,4.43
"1991-12-06",5.125,4.36
"1991-12-09",5,4.28
"1991-12-10",4.9375,4.32
"1991-12-11",4.875,4.26
"1991-12-12",4.875,4.26
"1991-12-13",4.875,4.26
"1991-12-16",4.875,4.25
"1991-12-17",4.875,4.22
"1991-12-18",4.875,4.23
"1991-12-19",4.9375,4.15
"1991-12-20",5.125,3.84
"1991-12-23",4.75,3.87
"1991-12-24",5.02344,3.91
"1991-12-25",NA,NA
"1991-12-26",NA,3.92
"1991-12-27",4.875,3.96
"1991-12-30",4.3125,3.97
"1991-12-31",4.3125,3.96
"1992-01-01",NA,NA
"1992-01-02",4.25,3.96
"1992-01-03",4.25,3.95
"1992-01-06",4.25,3.92
"1992-01-07",4.19531,3.85
"1992-01-08",4.125,3.82
"1992-01-09",4.0625,3.87
"1992-01-10",4.125,3.92
"1992-01-13",4.1875,3.92
"1992-01-14",4.25,3.92
"1992-01-15",4.25,3.94
"1992-01-16",4.25,3.89
"1992-01-17",4.1875,3.89
"1992-01-20",4.1875,NA
"1992-01-21",4.1875,3.86
"1992-01-22",4.1875,3.85
"1992-01-23",4.1875,3.87
"1992-01-24",4.20313,3.91
"1992-01-27",4.1875,3.93
"1992-01-28",4.1875,3.93
"1992-01-29",4.125,3.96
"1992-01-30",4.125,3.93
"1992-01-31",4.1875,3.94
"1992-02-03",4.1875,3.96
"1992-02-04",4.13281,3.94
"1992-02-05",4.125,3.94
"1992-02-06",4.0625,3.91
"1992-02-07",4.125,3.84
"1992-02-10",4,3.83
"1992-02-11",4,3.85
"1992-02-12",4,3.85
"1992-02-13",4,3.89
"1992-02-14",4.125,3.89
"1992-02-17",4.1875,NA
"1992-02-18",4.1875,3.93
"1992-02-19",4.25,3.95
"1992-02-20",4.25,3.98
"1992-02-21",4.25,4.03
"1992-02-24",4.3125,4.07
"1992-02-25",4.25,4.07
"1992-02-26",4.1875,4.05
"1992-02-27",4.25,4.04
"1992-02-28",4.25,4.03
"1992-03-02",4.25,4.14
"1992-03-03",4.3125,4.14
"1992-03-04",4.3125,4.13
"1992-03-05",4.375,4.14
"1992-03-06",4.375,4.14
"1992-03-09",4.375,4.1
"1992-03-10",4.3125,4.11
"1992-03-11",4.3125,4.11
"1992-03-12",4.375,4.12
"1992-03-13",4.375,4.16
"1992-03-16",4.375,4.18
"1992-03-17",4.375,4.16
"1992-03-18",4.375,4.15
"1992-03-19",4.375,4.15
"1992-03-20",4.375,4.16
"1992-03-23",4.375,4.17
"1992-03-24",4.375,4.15
"1992-03-25",4.3125,4.11
"1992-03-26",4.25,4.11
"1992-03-27",4.3125,4.11
"1992-03-30",4.25,4.16
"1992-03-31",4.25,4.15
"1992-04-01",4.25,4.11
"1992-04-02",4.25,4.12
"1992-04-03",4.25,4.06
"1992-04-06",4.25,4.03
"1992-04-07",4.20313,3.96
"1992-04-08",4.1875,3.96
"1992-04-09",4.1875,3.75
"1992-04-10",4,3.74
"1992-04-13",4.0625,3.7
"1992-04-14",4.0625,3.7
"1992-04-15",4.07031,3.7
"1992-04-16",4.0625,3.73
"1992-04-17",NA,NA
"1992-04-20",NA,3.79
"1992-04-21",4.125,3.77
"1992-04-22",4.10938,3.77
"1992-04-23",4.03125,3.76
"1992-04-24",4,3.76
"1992-04-27",3.9375,3.82
"1992-04-28",4,3.8
"1992-04-29",3.9375,3.8
"1992-04-30",3.9375,3.79
"1992-05-01",3.9375,3.72
"1992-05-04",NA,3.71
"1992-05-05",3.9375,3.72
"1992-05-06",3.875,3.7
"1992-05-07",3.84375,3.71
"1992-05-08",3.75,3.72
"1992-05-11",3.8125,3.74
"1992-05-12",3.8125,3.7
"1992-05-13",3.8125,3.67
"1992-05-14",3.8125,3.65
"1992-05-15",3.875,3.66
"1992-05-18",3.875,3.69
"1992-05-19",3.875,3.62
"1992-05-20",3.8125,3.65
"1992-05-21",3.875,3.76
"1992-05-22",3.9375,3.77
"1992-05-25",NA,NA
"1992-05-26",3.9375,3.84
"1992-05-27",4,3.79
"1992-05-28",4,3.77
"1992-05-29",4,3.79
"1992-06-01",4,3.82
"1992-06-02",4,3.83
"1992-06-03",4,3.8
"1992-06-04",4,3.78
"1992-06-05",4,3.77
"1992-06-08",3.9375,3.78
"1992-06-09",3.9375,3.77
"1992-06-10",3.9375,3.77
"1992-06-11",3.9375,3.75
"1992-06-12",3.9375,3.75
"1992-06-15",3.9375,3.75
"1992-06-16",3.9375,3.72
"1992-06-17",3.875,3.7
"1992-06-18",3.875,3.69
"1992-06-19",3.875,3.74
"1992-06-22",3.9375,3.75
"1992-06-23",3.9375,3.77
"1992-06-24",3.9375,3.72
"1992-06-25",3.88281,3.71
"1992-06-26",3.88281,3.71
"1992-06-29",3.9375,3.66
"1992-06-30",3.9375,3.65
"1992-07-01",3.9375,3.63
"1992-07-02",3.875,3.31
"1992-07-03",3.5625,NA
"1992-07-06",3.5625,3.29
"1992-07-07",3.5,3.28
"1992-07-08",3.4375,3.29
"1992-07-09",3.4375,3.28
"1992-07-10",3.4375,3.29
"1992-07-13",3.4375,3.29
"1992-07-14",3.4375,3.28
"1992-07-15",3.4375,3.25
"1992-07-16",3.375,3.24
"1992-07-17",3.375,3.23
"1992-07-20",3.375,3.26
"1992-07-21",3.375,3.26
"1992-07-22",3.375,3.24
"1992-07-23",3.39844,3.23
"1992-07-24",3.38281,3.23
"1992-07-27",3.375,3.26
"1992-07-28",3.375,3.26
"1992-07-29",3.375,3.25
"1992-07-30",3.375,3.25
"1992-07-31",3.375,3.25
"1992-08-03",3.4375,3.25
"1992-08-04",3.4375,3.24
"1992-08-05",3.4375,3.24
"1992-08-06",3.4375,3.23
"1992-08-07",3.4375,3.21
"1992-08-10",3.375,3.2
"1992-08-11",3.375,3.2
"1992-08-12",3.375,3.19
"1992-08-13",3.375,3.16
"1992-08-14",3.375,3.13
"1992-08-17",3.375,3.16
"1992-08-18",3.375,3.14
"1992-08-19",3.375,3.15
"1992-08-20",3.375,3.15
"1992-08-21",3.375,3.14
"1992-08-24",3.375,3.23
"1992-08-25",3.4375,3.24
"1992-08-26",3.4375,3.23
"1992-08-27",3.46875,3.23
"1992-08-28",3.48438,3.23
"1992-08-31",NA,3.23
"1992-09-01",3.5,3.22
"1992-09-02",3.4375,3.21
"1992-09-03",3.4375,3.21
"1992-09-04",3.4375,2.98
"1992-09-07",3.25,NA
"1992-09-08",3.1875,2.96
"1992-09-09",3.1875,2.97
"1992-09-10",3.1875,2.97
"1992-09-11",3.1875,2.98
"1992-09-14",3.125,2.95
"1992-09-15",3.125,2.98
"1992-09-16",3.1875,2.96
"1992-09-17",3.1875,2.94
"1992-09-18",3.25,2.94
"1992-09-21",3.25,2.97
"1992-09-22",3.3125,2.98
"1992-09-23",3.375,2.98
"1992-09-24",3.375,2.95
"1992-09-25",3.3125,2.86
"1992-09-28",3.25,2.79
"1992-09-29",3.1875,2.79
"1992-09-30",3.1875,2.75
"1992-10-01",3.1875,2.67
"1992-10-02",3,2.69
"1992-10-05",3.125,2.75
"1992-10-06",3.0625,2.79
"1992-10-07",3.125,2.89
"1992-10-08",3.1875,2.85
"1992-10-09",3.1875,2.89
"1992-10-12",3.1875,NA
"1992-10-13",3.25,2.95
"1992-10-14",3.3125,2.99
"1992-10-15",3.25,2.98
"1992-10-16",3.25,2.97
"1992-10-19",3.25,3.04
"1992-10-20",3.375,3.09
"1992-10-21",3.3125,2.99
"1992-10-22",3.25,2.98
"1992-10-23",3.25,3
"1992-10-26",3.3125,3.02
"1992-10-27",3.3125,3
"1992-10-28",3.25,3
"1992-10-29",3.25,3.02
"1992-10-30",3.25,3.03
"1992-11-02",3.25,3.08
"1992-11-03",3.25,3.1
"1992-11-04",3.21094,3.09
"1992-11-05",3.19531,3.08
"1992-11-06",3.1875,3.13
"1992-11-09",3.25,3.17
"1992-11-10",3.28906,3.15
"1992-11-11",3.25,NA
"1992-11-12",3.25,3.13
"1992-11-13",3.25,3.15
"1992-11-16",3.25,3.22
"1992-11-17",3.26563,3.24
"1992-11-18",3.25,3.22
"1992-11-19",3.1875,3.22
"1992-11-20",3.1875,3.28
"1992-11-23",3.1875,3.34
"1992-11-24",3.1875,3.29
"1992-11-25",3.17188,3.31
"1992-11-26",3.1875,NA
"1992-11-27",4.125,3.33
"1992-11-30",4.25,3.38
"1992-12-01",4.25,3.4
"1992-12-02",4.14844,3.42
"1992-12-03",4.125,3.37
"1992-12-04",4.0625,3.32
"1992-12-07",4,3.35
"1992-12-08",3.875,3.33
"1992-12-09",3.75,3.3
"1992-12-10",3.75,3.29
"1992-12-11",3.6875,3.32
"1992-12-14",3.6875,3.33
"1992-12-15",3.6875,3.29
"1992-12-16",3.625,3.28
"1992-12-17",3.5625,3.27
"1992-12-18",3.54688,3.23
"1992-12-21",3.4375,3.25
"1992-12-22",3.4375,3.27
"1992-12-23",3.4375,3.25
"1992-12-24",3.4375,3.23
"1992-12-25",NA,NA
"1992-12-28",NA,3.3
"1992-12-29",3.5,3.27
"1992-12-30",3.3125,3.19
"1992-12-31",3.3125,3.15
"1993-01-01",NA,NA
"1993-01-04",3.3125,3.19
"1993-01-05",3.27344,3.18
"1993-01-06",3.25781,3.17
"1993-01-07",3.25,3.19
"1993-01-08",3.28906,3.13
"1993-01-11",3.25,3.12
"1993-01-12",3.25,3.09
"1993-01-13",3.25,3.06
"1993-01-14",3.25,3.04
"1993-01-15",3.1875,3
"1993-01-18",3.1875,NA
"1993-01-19",3.1875,3.1
"1993-01-20",3.1875,3.08
"1993-01-21",3.1875,3.05
"1993-01-22",3.1875,3.03
"1993-01-25",3.1875,3.02
"1993-01-26",3.1875,3.01
"1993-01-27",3.1875,2.97
"1993-01-28",3.1875,2.96
"1993-01-29",3.125,2.96
"1993-02-01",3.125,3.01
"1993-02-02",3.1875,3.02
"1993-02-03",3.1875,2.99
"1993-02-04",3.1875,2.96
"1993-02-05",3.16406,2.96
"1993-02-08",3.15625,3
"1993-02-09",3.16406,2.99
"1993-02-10",3.15625,3
"1993-02-11",3.17188,2.98
"1993-02-12",3.15625,2.99
"1993-02-15",3.125,NA
"1993-02-16",3.125,3
"1993-02-17",3.125,2.97
"1993-02-18",3.125,2.95
"1993-02-19",3.125,2.99
"1993-02-22",3.125,3.01
"1993-02-23",3.125,3
"1993-02-24",3.125,3.02
"1993-02-25",3.1875,3.01
"1993-02-26",3.1875,3.01
"1993-03-01",3.1875,3.03
"1993-03-02",3.1875,3.03
"1993-03-03",3.1875,3
"1993-03-04",3.1875,2.97
"1993-03-05",3.1875,3.07
"1993-03-08",3.1875,3.05
"1993-03-09",3.1875,3.05
"1993-03-10",3.1875,3.04
"1993-03-11",3.1875,3.03
"1993-03-12",3.1875,3.04
"1993-03-15",3.1875,3.06
"1993-03-16",3.1875,3.04
"1993-03-17",3.1875,3.04
"1993-03-18",3.1875,3.01
"1993-03-19",3.1875,3.03
"1993-03-22",3.1875,2.99
"1993-03-23",3.1875,2.98
"1993-03-24",3.1875,2.98
"1993-03-25",3.1875,2.97
"1993-03-26",3.1875,3
"1993-03-29",3.1875,3
"1993-03-30",3.1875,2.97
"1993-03-31",3.1875,2.95
"1993-04-01",3.1875,2.96
"1993-04-02",3.1875,2.97
"1993-04-05",3.1875,2.97
"1993-04-06",3.1875,2.98
"1993-04-07",3.1875,2.98
"1993-04-08",3.1875,2.96
"1993-04-09",NA,NA
"1993-04-12",NA,2.94
"1993-04-13",3.1875,2.91
"1993-04-14",3.1875,2.88
"1993-04-15",3.1875,2.9
"1993-04-16",3.1875,2.9
"1993-04-19",3.1875,2.87
"1993-04-20",3.1875,2.85
"1993-04-21",3.14844,2.86
"1993-04-22",3.125,2.88
"1993-04-23",3.125,2.9
"1993-04-26",3.125,2.95
"1993-04-27",3.125,2.97
"1993-04-28",3.125,2.98
"1993-04-29",3.125,2.96
"1993-04-30",3.125,2.97
"1993-05-03",NA,2.93
"1993-05-04",3.125,2.93
"1993-05-05",3.125,2.95
"1993-05-06",3.125,2.92
"1993-05-07",3.125,2.93
"1993-05-10",3.125,2.95
"1993-05-11",3.125,2.95
"1993-05-12",3.125,2.96
"1993-05-13",3.125,2.99
"1993-05-14",3.125,3.03
"1993-05-17",3.13281,3.08
"1993-05-18",3.14844,3.08
"1993-05-19",3.14063,3.03
"1993-05-20",3.125,3.03
"1993-05-21",3.125,3.07
"1993-05-24",3.1875,3.15
"1993-05-25",3.1875,3.14
"1993-05-26",3.1875,3.12
"1993-05-27",3.1875,3.13
"1993-05-28",3.25,3.13
"1993-05-31",NA,NA
"1993-06-01",3.25,3.14
"1993-06-02",3.1875,3.14
