"","USD1MTD156N","DGS3MO"
"1993-06-03",3.1875,3.1
"1993-06-04",3.1875,3.18
"1993-06-07",3.25,3.2
"1993-06-08",3.25,3.2
"1993-06-09",3.25,3.18
"1993-06-10",3.25,3.18
"1993-06-11",3.25,3.12
"1993-06-14",3.1875,3.13
"1993-06-15",3.1875,3.12
"1993-06-16",3.1875,3.11
"1993-06-17",3.1875,3.1
"1993-06-18",3.1875,3.13
"1993-06-21",3.1875,3.17
"1993-06-22",3.1875,3.16
"1993-06-23",3.25,3.19
"1993-06-24",3.25,3.17
"1993-06-25",3.21094,3.15
"1993-06-28",3.19531,3.11
"1993-06-29",3.1875,3.1
"1993-06-30",3.1875,3.1
"1993-07-01",3.1875,3.06
"1993-07-02",3.1875,3.02
"1993-07-05",3.1875,NA
"1993-07-06",3.125,3.12
"1993-07-07",3.1875,3.11
"1993-07-08",3.1875,3.09
"1993-07-09",3.1875,3.09
"1993-07-12",3.1875,3.1
"1993-07-13",3.1875,3.11
"1993-07-14",3.1875,3.08
"1993-07-15",3.15625,3.08
"1993-07-16",3.125,3.08
"1993-07-19",3.125,3.12
"1993-07-20",3.125,3.13
"1993-07-21",3.125,3.14
"1993-07-22",3.1875,3.16
"1993-07-23",3.1875,3.16
"1993-07-26",3.1875,3.17
"1993-07-27",3.1875,3.17
"1993-07-28",3.1875,3.15
"1993-07-29",3.1875,3.09
"1993-07-30",3.1875,3.1
"1993-08-02",3.1875,3.17
"1993-08-03",3.1875,3.15
"1993-08-04",3.1875,3.15
"1993-08-05",3.1875,3.12
"1993-08-06",3.1875,3.11
"1993-08-09",3.1875,3.11
"1993-08-10",3.1875,3.1
"1993-08-11",3.1875,3.09
"1993-08-12",3.1875,3.08
"1993-08-13",3.1875,3.09
"1993-08-16",3.1875,3.1
"1993-08-17",3.1875,3.08
"1993-08-18",3.1875,3.05
"1993-08-19",3.1875,3.05
"1993-08-20",3.1875,3.06
"1993-08-23",3.1875,3.08
"1993-08-24",3.1875,3.05
"1993-08-25",3.1875,3.04
"1993-08-26",3.1875,3.06
"1993-08-27",3.1875,3.09
"1993-08-30",NA,3.08
"1993-08-31",3.1875,3.08
"1993-09-01",3.1875,3.08
"1993-09-02",3.1875,3.05
"1993-09-03",3.1875,3
"1993-09-06",3.125,NA
"1993-09-07",3.125,3.01
"1993-09-08",3.125,3.02
"1993-09-09",3.125,3.04
"1993-09-10",3.125,3.02
"1993-09-13",3.125,3.04
"1993-09-14",3.125,3.05
"1993-09-15",3.14844,3.02
"1993-09-16",3.1875,3.01
"1993-09-17",3.1875,3.01
"1993-09-20",3.1875,3
"1993-09-21",3.1875,2.98
"1993-09-22",3.1875,2.98
"1993-09-23",3.1875,2.99
"1993-09-24",3.1875,2.99
"1993-09-27",3.1875,2.96
"1993-09-28",3.1875,2.96
"1993-09-29",3.1875,2.99
"1993-09-30",3.1875,2.98
"1993-10-01",3.1875,2.98
"1993-10-04",3.1875,3.02
"1993-10-05",3.1875,3.06
"1993-10-06",3.1875,3.04
"1993-10-07",3.1875,3.05
"1993-10-08",3.1875,3.05
"1993-10-11",3.1875,NA
"1993-10-12",3.1875,3.12
"1993-10-13",3.1875,3.1
"1993-10-14",3.1875,3.08
"1993-10-15",3.1875,3.08
"1993-10-18",3.1875,3.13
"1993-10-19",3.1875,3.13
"1993-10-20",3.1875,3.11
"1993-10-21",3.1875,3.12
"1993-10-22",3.1875,3.11
"1993-10-25",3.1875,3.14
"1993-10-26",3.1875,3.16
"1993-10-27",3.1875,3.15
"1993-10-28",3.1875,3.11
"1993-10-29",3.1875,3.1
"1993-11-01",3.1875,3.18
"1993-11-02",3.1875,3.19
"1993-11-03",3.1875,3.16
"1993-11-04",3.1875,3.15
"1993-11-05",3.1875,3.13
"1993-11-08",3.1875,3.17
"1993-11-09",3.1875,3.18
"1993-11-10",3.1875,3.19
"1993-11-11",3.1875,NA
"1993-11-12",3.1875,3.18
"1993-11-15",3.1875,3.18
"1993-11-16",3.13281,3.16
"1993-11-17",3.125,3.16
"1993-11-18",3.125,3.18
"1993-11-19",3.15625,3.2
"1993-11-22",3.1875,3.21
"1993-11-23",3.1875,3.19
"1993-11-24",3.17188,3.19
"1993-11-25",3.14844,NA
"1993-11-26",3.13281,3.18
"1993-11-29",3.5625,3.2
"1993-11-30",3.5625,3.21
"1993-12-01",3.5625,3.19
"1993-12-02",3.5,3.18
"1993-12-03",3.5,3.18
"1993-12-06",3.5,3.18
"1993-12-07",3.44531,3.16
"1993-12-08",3.38281,3.15
"1993-12-09",3.375,3.13
"1993-12-10",3.3125,3.12
"1993-12-13",3.3125,3.12
"1993-12-14",3.3125,3.11
"1993-12-15",3.25781,3.1
"1993-12-16",3.25,3.1
"1993-12-17",3.19531,3.09
"1993-12-20",3.19531,3.15
"1993-12-21",3.22656,3.14
"1993-12-22",3.25,3.13
"1993-12-23",3.25,3.13
"1993-12-24",3.25781,NA
"1993-12-27",NA,3.13
"1993-12-28",NA,3.13
"1993-12-29",3.28125,3.08
"1993-12-30",3.25,3.04
"1993-12-31",3.25,3.07
"1994-01-03",NA,3.16
"1994-01-04",3.25,3.15
"1994-01-05",3.25,3.14
"1994-01-06",3.25,3.12
"1994-01-07",3.1875,3.07
"1994-01-10",3.125,3.06
"1994-01-11",3.125,3.04
"1994-01-12",3.125,3.02
"1994-01-13",3.125,3.01
"1994-01-14",3.125,3.03
"1994-01-17",3.125,NA
"1994-01-18",3.125,3.04
"1994-01-19",3.125,3.03
"1994-01-20",3.125,3.01
"1994-01-21",3.125,3.01
"1994-01-24",3.125,3.01
"1994-01-25",3.125,2.99
"1994-01-26",3.125,2.98
"1994-01-27",3.125,2.98
"1994-01-28",3.125,2.99
"1994-01-31",3.125,3.05
"1994-02-01",3.125,3.1
"1994-02-02",3.1875,3.13
"1994-02-03",3.1875,3.2
"1994-02-04",3.25,3.3
"1994-02-07",3.375,3.31
"1994-02-08",3.375,3.32
"1994-02-09",3.375,3.32
"1994-02-10",3.375,3.33
"1994-02-11",3.375,3.33
"1994-02-14",3.375,3.34
"1994-02-15",3.4375,3.34
"1994-02-16",3.4375,3.34
"1994-02-17",3.4375,3.35
"1994-02-18",3.4375,3.36
"1994-02-21",3.4375,NA
"1994-02-22",3.4375,3.4
"1994-02-23",3.4375,3.46
"1994-02-24",3.5,3.44
"1994-02-25",3.57813,3.44
"1994-02-28",3.5625,3.47
"1994-03-01",3.5625,3.58
"1994-03-02",3.625,3.55
"1994-03-03",3.5625,3.56
"1994-03-04",3.625,3.62
"1994-03-07",3.625,3.61
"1994-03-08",3.625,3.63
"1994-03-09",3.625,3.61
"1994-03-10",3.5625,3.57
"1994-03-11",3.57813,3.58
"1994-03-14",3.5625,3.66
"1994-03-15",3.5625,3.66
"1994-03-16",3.5625,3.61
"1994-03-17",3.5625,3.55
"1994-03-18",3.5625,3.57
"1994-03-21",3.625,3.7
"1994-03-22",3.70313,3.6
"1994-03-23",3.6875,3.54
"1994-03-24",3.6875,3.53
"1994-03-25",3.6875,3.57
"1994-03-28",3.6875,3.57
"1994-03-29",3.6875,3.59
"1994-03-30",3.6875,3.57
"1994-03-31",3.6875,3.56
"1994-04-01",NA,NA
"1994-04-04",NA,3.82
"1994-04-05",3.82031,3.75
"1994-04-06",3.75,3.67
"1994-04-07",3.75,3.61
"1994-04-08",3.75,3.65
"1994-04-11",3.75,3.68
"1994-04-12",3.75,3.64
"1994-04-13",3.75,3.64
"1994-04-14",3.75,3.66
"1994-04-15",3.75,3.68
"1994-04-18",3.75,3.84
"1994-04-19",3.9375,3.83
"1994-04-20",3.9375,3.83
"1994-04-21",3.9375,3.83
"1994-04-22",3.89844,3.84
"1994-04-25",3.875,3.94
"1994-04-26",3.92188,3.97
"1994-04-27",3.9375,NA
"1994-04-28",3.9375,3.98
"1994-04-29",4,3.97
"1994-05-02",NA,4.1
"1994-05-03",4.0625,4.12
"1994-05-04",4.0625,4.15
"1994-05-05",4.125,4.13
"1994-05-06",4.1875,4.3
"1994-05-09",4.4375,4.44
"1994-05-10",4.5,4.35
"1994-05-11",4.4375,4.32
"1994-05-12",4.4375,4.24
"1994-05-13",4.4375,4.24
"1994-05-16",4.375,4.31
"1994-05-17",4.375,4.3
"1994-05-18",4.375,4.29
"1994-05-19",4.375,4.24
"1994-05-20",4.3125,4.26
"1994-05-23",4.3125,4.35
"1994-05-24",4.375,4.32
"1994-05-25",4.375,4.28
"1994-05-26",4.375,4.27
"1994-05-27",4.375,4.3
"1994-05-30",NA,NA
"1994-05-31",4.375,4.31
"1994-06-01",4.375,4.28
"1994-06-02",4.375,4.24
"1994-06-03",4.375,4.23
"1994-06-06",4.3125,4.25
"1994-06-07",4.3125,4.22
"1994-06-08",4.3125,4.21
"1994-06-09",4.3125,4.23
"1994-06-10",4.3125,4.22
"1994-06-13",4.3125,4.24
"1994-06-14",4.375,4.21
"1994-06-15",4.3125,4.23
"1994-06-16",4.3125,4.22
"1994-06-17",4.3125,4.23
"1994-06-20",4.3125,4.28
"1994-06-21",4.375,4.3
"1994-06-22",4.4375,4.28
"1994-06-23",4.375,4.26
"1994-06-24",4.4375,4.28
"1994-06-27",4.5,4.28
"1994-06-28",4.5,4.28
"1994-06-29",4.5625,4.25
"1994-06-30",4.5625,4.26
"1994-07-01",4.625,4.32
"1994-07-04",4.625,NA
"1994-07-05",4.625,4.42
"1994-07-06",4.625,4.39
"1994-07-07",4.5625,4.36
"1994-07-08",4.5625,4.49
"1994-07-11",4.625,4.61
"1994-07-12",4.63281,4.56
"1994-07-13",4.625,4.52
"1994-07-14",4.625,4.41
"1994-07-15",4.5625,4.38
"1994-07-18",4.5,4.4
"1994-07-19",4.5,4.37
"1994-07-20",4.4375,4.41
"1994-07-21",4.5,4.44
"1994-07-22",4.5,4.5
"1994-07-25",4.5,4.53
"1994-07-26",4.5,4.52
"1994-07-27",4.5,4.57
"1994-07-28",4.5,4.54
"1994-07-29",4.5,4.39
"1994-08-01",4.5,4.45
"1994-08-02",4.5,4.44
"1994-08-03",4.5,4.44
"1994-08-04",4.5,4.43
"1994-08-05",4.5,4.59
"1994-08-08",4.5625,4.59
"1994-08-09",4.5625,4.56
"1994-08-10",4.5625,4.49
"1994-08-11",4.5625,4.46
"1994-08-12",4.6875,4.51
"1994-08-15",4.6875,4.72
"1994-08-16",4.75,4.74
"1994-08-17",4.8125,4.69
"1994-08-18",4.8125,4.71
"1994-08-19",4.8125,4.69
"1994-08-22",4.8125,4.73
"1994-08-23",4.8125,4.69
"1994-08-24",4.8125,4.66
"1994-08-25",4.8125,4.68
"1994-08-26",4.8125,4.68
"1994-08-29",NA,4.73
"1994-08-30",4.875,4.71
"1994-08-31",4.875,4.68
"1994-09-01",4.875,4.67
"1994-09-02",4.875,4.67
"1994-09-05",4.875,NA
"1994-09-06",4.875,4.69
"1994-09-07",4.875,4.66
"1994-09-08",4.875,4.67
"1994-09-09",4.875,4.7
"1994-09-12",4.875,4.75
"1994-09-13",4.875,4.72
"1994-09-14",4.875,4.7
"1994-09-15",4.875,4.7
"1994-09-16",4.88281,4.73
"1994-09-19",4.875,4.72
"1994-09-20",4.875,4.74
"1994-09-21",4.9375,4.92
"1994-09-22",5.05469,4.92
"1994-09-23",5.05469,4.91
"1994-09-26",5.0625,4.92
"1994-09-27",5.0625,4.83
"1994-09-28",5,4.66
"1994-09-29",5,4.7
"1994-09-30",5.05469,4.8
"1994-10-03",5.0625,5.05
"1994-10-04",5.125,5.09
"1994-10-05",5.125,5.09
"1994-10-06",5.19531,5.11
"1994-10-07",5.25,5.02
"1994-10-10",5.1875,NA
"1994-10-11",5.1875,5.06
"1994-10-12",5.125,5.12
"1994-10-13",5.125,5.05
"1994-10-14",5.0625,5
"1994-10-17",5,5.04
"1994-10-18",5,5.04
"1994-10-19",5,5.05
"1994-10-20",4.9375,5.14
"1994-10-21",5,5.15
"1994-10-24",5,5.22
"1994-10-25",5,5.2
"1994-10-26",5,5.13
"1994-10-27",5,5.12
"1994-10-28",5.0625,5.16
"1994-10-31",5.0625,5.2
"1994-11-01",5.0625,5.22
"1994-11-02",5.125,5.23
"1994-11-03",5.125,5.25
"1994-11-04",5.1875,5.33
"1994-11-07",5.3125,5.42
"1994-11-08",5.3125,5.37
"1994-11-09",5.3125,5.34
"1994-11-10",5.33594,5.38
"1994-11-11",5.375,NA
"1994-11-14",5.375,5.46
"1994-11-15",5.4375,5.53
"1994-11-16",5.61719,5.52
"1994-11-17",5.625,5.51
"1994-11-18",5.625,5.5
"1994-11-21",5.625,5.53
"1994-11-22",5.625,5.49
"1994-11-23",5.625,5.44
"1994-11-24",5.625,NA
"1994-11-25",5.625,5.45
"1994-11-28",5.625,5.6
"1994-11-29",6,5.69
"1994-11-30",6.0625,5.72
"1994-12-01",6.0625,5.71
"1994-12-02",6.125,5.79
"1994-12-05",6.125,6.03
"1994-12-06",6.1875,5.94
"1994-12-07",6.125,5.82
"1994-12-08",6.125,5.83
"1994-12-09",6.125,5.82
"1994-12-12",6.125,5.93
"1994-12-13",6.1875,5.95
"1994-12-14",6.1875,5.84
"1994-12-15",6.125,5.7
"1994-12-16",6.125,5.71
"1994-12-19",6.125,5.75
"1994-12-20",6.0625,5.63
"1994-12-21",5.9375,5.56
"1994-12-22",5.9375,5.61
"1994-12-23",6,5.68
"1994-12-26",NA,NA
"1994-12-27",NA,5.74
"1994-12-28",6.125,5.68
"1994-12-29",5.97656,5.66
"1994-12-30",6,5.68
"1995-01-02",NA,NA
"1995-01-03",5.9375,5.95
"1995-01-04",5.9375,5.85
"1995-01-05",5.89844,5.88
"1995-01-06",5.875,5.9
"1995-01-09",5.875,6
"1995-01-10",5.875,5.91
"1995-01-11",5.875,5.79
"1995-01-12",5.8125,5.78
"1995-01-13",5.8125,5.72
"1995-01-16",5.75,NA
"1995-01-17",5.75,5.89
"1995-01-18",5.875,5.87
"1995-01-19",6,5.87
"1995-01-20",6,5.91
"1995-01-23",6,5.97
"1995-01-24",6,5.98
"1995-01-25",6.0625,5.94
"1995-01-26",6,5.94
"1995-01-27",6,5.92
"1995-01-30",6.0625,5.96
"1995-01-31",6.09375,6
"1995-02-01",6.125,6.07
"1995-02-02",6.125,6.02
"1995-02-03",6.125,5.96
"1995-02-06",6.10938,5.98
"1995-02-07",6.125,5.98
"1995-02-08",6.125,5.94
"1995-02-09",6.09375,5.95
"1995-02-10",6.09375,5.97
"1995-02-13",6.125,5.98
"1995-02-14",6.125,5.96
"1995-02-15",6.125,5.94
"1995-02-16",6.125,5.85
"1995-02-17",6.125,5.86
"1995-02-20",6.125,NA
"1995-02-21",6.125,5.92
"1995-02-22",6.11719,5.85
"1995-02-23",6.0625,5.88
"1995-02-24",6.08594,5.88
"1995-02-27",6.125,5.92
"1995-02-28",6.125,5.94
"1995-03-01",6.125,5.94
"1995-03-02",6.125,5.93
"1995-03-03",6.125,5.91
"1995-03-06",6.125,5.94
"1995-03-07",6.125,5.96
"1995-03-08",6.125,5.95
"1995-03-09",6.125,5.91
"1995-03-10",6.125,5.96
"1995-03-13",6.125,5.94
"1995-03-14",6.125,5.93
"1995-03-15",6.125,5.92
"1995-03-16",6.125,5.92
"1995-03-17",6.125,5.92
"1995-03-20",6.125,5.93
"1995-03-21",6.125,5.92
"1995-03-22",6.125,5.91
"1995-03-23",6.125,5.89
"1995-03-24",6.125,5.85
"1995-03-27",6.125,5.82
"1995-03-28",6.125,5.89
"1995-03-29",6.125,5.84
"1995-03-30",6.125,5.88
"1995-03-31",6.125,5.88
"1995-04-03",6.1875,5.94
"1995-04-04",6.1875,5.91
"1995-04-05",6.125,5.88
"1995-04-06",6.125,5.85
"1995-04-07",6.125,5.86
"1995-04-10",6.125,5.85
"1995-04-11",6.125,5.84
"1995-04-12",6.125,5.82
"1995-04-13",6.125,5.75
"1995-04-14",NA,NA
"1995-04-17",NA,5.8
"1995-04-18",6.125,5.79
"1995-04-19",6.125,5.8
"1995-04-20",6.125,5.77
"1995-04-21",6.0625,5.79
"1995-04-24",6.0625,5.83
"1995-04-25",6.0625,5.85
"1995-04-26",6.0625,5.85
"1995-04-27",6.0625,5.87
"1995-04-28",6.0625,5.87
"1995-05-01",6.0625,5.91
"1995-05-02",6.0625,5.89
"1995-05-03",6.0625,5.84
"1995-05-04",6.0625,5.78
"1995-05-05",6.0625,5.74
"1995-05-08",NA,5.81
"1995-05-09",6.0625,5.81
"1995-05-10",6.0625,5.82
"1995-05-11",6.0625,5.84
"1995-05-12",6.0625,5.87
"1995-05-15",6.0625,5.88
"1995-05-16",6.0625,5.87
"1995-05-17",6.0625,5.86
"1995-05-18",6.0625,5.87
"1995-05-19",6.0625,5.87
"1995-05-22",6.0625,5.91
"1995-05-23",6.0625,5.91
"1995-05-24",6.0625,5.87
"1995-05-25",6.0625,5.84
"1995-05-26",6.0625,5.84
"1995-05-29",NA,NA
"1995-05-30",6.0625,5.81
"1995-05-31",6.0625,5.81
"1995-06-01",6.0625,5.67
"1995-06-02",6.05469,5.58
"1995-06-05",6,5.68
"1995-06-06",6.00781,5.69
"1995-06-07",6.00781,5.74
"1995-06-08",6.0625,5.76
"1995-06-09",6.0625,5.77
"1995-06-12",6.07031,5.73
"1995-06-13",6.0625,5.61
"1995-06-14",6.0625,5.61
"1995-06-15",6.0625,5.65
"1995-06-16",6.0625,5.66
"1995-06-19",6.0625,5.63
"1995-06-20",6.0625,5.65
"1995-06-21",6.0625,5.6
"1995-06-22",6.0625,5.54
"1995-06-23",6.0625,5.54
"1995-06-26",6.0625,5.52
"1995-06-27",6.0625,5.59
"1995-06-28",6.11719,5.57
"1995-06-29",6.06641,5.67
"1995-06-30",6.125,5.6
"1995-07-03",6.125,5.68
"1995-07-04",6.125,NA
"1995-07-05",6.0625,5.68
"1995-07-06",6.0625,5.53
"1995-07-07",5.875,5.54
"1995-07-10",5.87891,5.53
"1995-07-11",5.90625,5.56
"1995-07-12",5.87891,5.55
"1995-07-13",5.875,5.55
"1995-07-14",5.875,5.59
"1995-07-17",5.875,5.63
"1995-07-18",5.875,5.61
"1995-07-19",5.875,5.58
"1995-07-20",5.875,5.6
"1995-07-21",5.875,5.61
"1995-07-24",5.92188,5.61
"1995-07-25",5.88672,5.62
"1995-07-26",5.875,5.63
"1995-07-27",5.875,5.58
"1995-07-28",5.875,5.58
"1995-07-31",5.875,5.6
"1995-08-01",5.875,5.61
"1995-08-02",5.875,5.59
"1995-08-03",5.875,5.59
"1995-08-04",5.875,5.58
"1995-08-07",5.875,5.57
"1995-08-08",5.875,5.55
"1995-08-09",5.875,5.56
"1995-08-10",5.875,5.57
"1995-08-11",5.875,5.59
"1995-08-14",5.875,5.6
"1995-08-15",5.88281,5.62
"1995-08-16",5.9375,5.6
"1995-08-17",5.9375,5.61
"1995-08-18",5.9375,5.61
"1995-08-21",5.9375,5.62
"1995-08-22",5.9375,5.63
"1995-08-23",5.9375,5.6
"1995-08-24",5.9375,5.52
"1995-08-25",5.875,5.5
"1995-08-28",NA,5.48
"1995-08-29",5.875,5.5
"1995-08-30",5.875,5.46
"1995-08-31",5.875,5.45
"1995-09-01",5.875,5.45
"1995-09-04",5.875,NA
"1995-09-05",5.875,5.49
"1995-09-06",5.875,5.48
"1995-09-07",5.875,5.5
"1995-09-08",5.875,5.52
"1995-09-11",5.875,5.5
"1995-09-12",5.875,5.47
"1995-09-13",5.875,5.47
"1995-09-14",5.875,5.44
"1995-09-15",5.8125,5.46
"1995-09-18",5.8125,5.41
"1995-09-19",5.8125,5.36
"1995-09-20",5.8125,5.34
"1995-09-21",5.8125,5.4
"1995-09-22",5.83594,5.35
"1995-09-25",5.86719,5.33
"1995-09-26",5.87109,5.45
"1995-09-27",5.875,5.42
"1995-09-28",5.875,5.44
"1995-09-29",5.875,5.4
"1995-10-02",5.875,5.53
"1995-10-03",5.875,5.51
"1995-10-04",5.875,5.47
"1995-10-05",5.875,5.44
"1995-10-06",5.875,5.47
"1995-10-09",5.875,NA
"1995-10-10",5.875,5.47
"1995-10-11",5.875,5.47
"1995-10-12",5.875,5.46
"1995-10-13",5.875,5.45
"1995-10-16",5.875,5.49
"1995-10-17",5.875,5.43
"1995-10-18",5.875,5.41
"1995-10-19",5.875,5.41
"1995-10-20",5.86719,5.43
"1995-10-23",5.875,5.38
"1995-10-24",5.875,5.38
"1995-10-25",5.87109,5.39
"1995-10-26",5.83594,5.38
"1995-10-27",5.83984,5.41
"1995-10-30",5.83203,5.47
"1995-10-31",5.83203,5.48
"1995-11-01",5.82813,5.48
"1995-11-02",5.81641,5.47
"1995-11-03",5.8125,5.47
"1995-11-06",5.8125,5.52
"1995-11-07",5.8125,5.53
"1995-11-08",5.8125,5.52
"1995-11-09",5.8125,5.55
"1995-11-10",5.8125,5.58
"1995-11-13",5.8125,5.59
"1995-11-14",5.8125,5.55
"1995-11-15",5.8125,5.56
"1995-11-16",5.8125,5.52
"1995-11-17",5.8125,5.51
"1995-11-20",5.8125,5.5
"1995-11-21",5.8125,5.52
"1995-11-22",5.8125,5.52
"1995-11-23",5.8125,NA
"1995-11-24",5.82422,5.48
"1995-11-27",5.84375,5.5
"1995-11-28",5.85547,5.53
"1995-11-29",5.97266,5.5
"1995-11-30",5.97656,5.48
"1995-12-01",5.9375,5.45
"1995-12-04",5.9375,5.46
"1995-12-05",5.9375,5.47
"1995-12-06",5.9375,5.48
"1995-12-07",5.9375,5.5
"1995-12-08",5.93359,5.5
"1995-12-11",5.92969,5.45
"1995-12-12",5.93359,5.41
"1995-12-13",5.9375,5.42
"1995-12-14",5.9375,5.42
"1995-12-15",5.92969,5.35
"1995-12-18",5.92969,5.32
"1995-12-19",5.92969,5.24
"1995-12-20",5.75,5.15
"1995-12-21",5.75,5.05
"1995-12-22",5.75,5.04
"1995-12-25",NA,NA
"1995-12-26",NA,5.05
"1995-12-27",5.75,5.04
"1995-12-28",5.6875,4.98
"1995-12-29",5.6875,5.1
"1996-01-01",NA,NA
"1996-01-02",5.62891,5.2
"1996-01-03",5.625,5.2
"1996-01-04",5.625,5.19
"1996-01-05",5.625,5.19
"1996-01-08",5.625,5.18
"1996-01-09",5.625,5.18
"1996-01-10",5.625,5.19
"1996-01-11",5.625,5.19
"1996-01-12",5.625,5.18
"1996-01-15",5.625,NA
"1996-01-16",5.625,5.14
"1996-01-17",5.61328,5.14
"1996-01-18",5.59766,5.11
"1996-01-19",5.5625,5.1
"1996-01-22",5.5625,5.14
"1996-01-23",5.5625,5.12
"1996-01-24",5.5625,5.12
"1996-01-25",5.5625,5.12
"1996-01-26",5.53906,5.11
"1996-01-29",5.5,5.17
"1996-01-30",5.47656,5.14
"1996-01-31",5.4375,5.05
"1996-02-01",5.375,5.03
"1996-02-02",5.375,4.99
"1996-02-05",5.375,5
"1996-02-06",5.375,4.98
"1996-02-07",5.36328,4.94
"1996-02-08",5.34375,4.92
"1996-02-09",5.33203,4.93
"1996-02-12",5.3125,4.93
"1996-02-13",5.3125,4.93
"1996-02-14",5.3125,4.94
"1996-02-15",5.3125,4.92
"1996-02-16",5.3125,4.89
"1996-02-19",5.3125,NA
"1996-02-20",5.3125,4.99
"1996-02-21",5.3125,4.96
"1996-02-22",5.3125,4.95
"1996-02-23",5.3125,4.97
"1996-02-26",5.3125,4.98
"1996-02-27",5.3125,5.01
"1996-02-28",5.3125,5.01
"1996-02-29",5.3125,5.02
"1996-03-01",5.3125,4.98
"1996-03-04",5.3125,5.02
"1996-03-05",5.3125,5.02
"1996-03-06",5.3125,5.03
"1996-03-07",5.3125,5.03
"1996-03-08",5.3125,5.01
"1996-03-11",5.375,5.09
"1996-03-12",5.375,5.09
"1996-03-13",5.375,5.09
"1996-03-14",5.37891,5.11
"1996-03-15",5.38281,5.14
"1996-03-18",5.40625,5.17
"1996-03-19",5.40625,5.19
"1996-03-20",5.41016,5.16
"1996-03-21",5.40234,5.07
"1996-03-22",5.40234,5.1
"1996-03-25",5.41016,5.13
"1996-03-26",5.41016,5.13
"1996-03-27",5.42188,5.17
"1996-03-28",5.4375,5.19
"1996-03-29",5.4375,5.13
"1996-04-01",5.4375,5.2
"1996-04-02",5.4375,5.16
"1996-04-03",5.4375,5.15
"1996-04-04",5.4375,5.11
"1996-04-05",NA,5.15
"1996-04-08",NA,5.16
"1996-04-09",5.5,5.1
"1996-04-10",5.5,5.08
"1996-04-11",5.5,5.08
"1996-04-12",5.5,5.07
"1996-04-15",5.48828,4.97
"1996-04-16",5.47656,4.95
"1996-04-17",5.46484,4.96
"1996-04-18",5.44531,4.98
"1996-04-19",5.44141,5.01
"1996-04-22",5.4375,5.09
"1996-04-23",5.4375,5.1
"1996-04-24",5.4375,5.13
"1996-04-25",5.4375,5.09
"1996-04-26",5.43359,5.11
"1996-04-29",5.4375,5.14
"1996-04-30",5.4375,5.14
"1996-05-01",5.4375,5.11
"1996-05-02",5.4375,5.13
"1996-05-03",5.4375,5.14
"1996-05-06",NA,5.14
"1996-05-07",5.4375,5.14
"1996-05-08",5.4375,5.13
"1996-05-09",5.4375,5.13
"1996-05-10",5.4375,5.13
"1996-05-13",5.42969,5.16
"1996-05-14",5.42969,5.14
"1996-05-15",5.41797,5.13
"1996-05-16",5.42578,5.15
"1996-05-17",5.4375,5.15
"1996-05-20",5.4375,5.17
"1996-05-21",5.4375,5.18
"1996-05-22",5.4375,5.18
"1996-05-23",5.43359,5.18
"1996-05-24",5.42969,5.18
"1996-05-27",NA,NA
"1996-05-28",5.43359,5.17
"1996-05-29",5.42969,5.18
"1996-05-30",5.4375,5.18
"1996-05-31",5.4375,5.18
"1996-06-03",5.46484,5.23
"1996-06-04",5.45703,5.2
"1996-06-05",5.45703,5.22
"1996-06-06",5.45313,5.21
"1996-06-07",5.4375,5.26
"1996-06-10",5.48047,5.29
"1996-06-11",5.48438,5.27
"1996-06-12",5.48047,5.26
"1996-06-13",5.49609,5.24
"1996-06-14",5.48438,5.21
"1996-06-17",5.46484,5.19
"1996-06-18",5.44922,5.21
"1996-06-19",5.4375,5.23
"1996-06-20",5.46875,5.26
"1996-06-21",5.46484,5.26
"1996-06-24",5.48047,5.23
"1996-06-25",5.48047,5.24
"1996-06-26",5.49219,5.24
"1996-06-27",5.5,5.2
"1996-06-28",5.49609,5.18
"1996-07-01",5.48438,5.27
"1996-07-02",5.49219,5.32
"1996-07-03",5.5,5.24
"1996-07-04",5.47656,NA
"1996-07-05",5.47656,5.31
"1996-07-08",5.51563,5.35
"1996-07-09",5.50391,5.34
"1996-07-10",5.5,5.29
"1996-07-11",5.49609,5.26
"1996-07-12",5.46875,5.28
"1996-07-15",5.47656,5.32
"1996-07-16",5.47656,5.27
"1996-07-17",5.46875,5.26
"1996-07-18",5.45703,5.25
"1996-07-19",5.4375,5.28
"1996-07-22",5.4375,5.3
"1996-07-23",5.4375,5.3
"1996-07-24",5.4375,5.31
"1996-07-25",5.4375,5.29
"1996-07-26",5.4375,5.29
"1996-07-29",5.45313,5.37
"1996-07-30",5.46875,5.34
"1996-07-31",5.46484,5.32
"1996-08-01",5.44141,5.25
"1996-08-02",5.44141,5.21
"1996-08-05",5.4375,5.2
"1996-08-06",5.43359,5.19
"1996-08-07",5.42969,5.18
"1996-08-08",5.42578,5.15
"1996-08-09",5.42578,5.15
"1996-08-12",5.41406,5.18
"1996-08-13",5.42188,5.17
"1996-08-14",5.41797,5.16
"1996-08-15",5.42969,5.19
"1996-08-16",5.4375,5.18
"1996-08-19",5.42969,5.2
"1996-08-20",5.42969,5.18
"1996-08-21",5.41406,5.14
"1996-08-22",5.40625,5.14
"1996-08-23",5.39844,5.15
"1996-08-26",NA,5.21
"1996-08-27",5.41016,5.2
"1996-08-28",5.40625,5.2
"1996-08-29",5.42188,5.24
"1996-08-30",5.4375,5.29
"1996-09-02",5.4375,NA
"1996-09-03",5.48047,5.32
