"Strike","Last","Chg","Bid","Ask","Vol","OI","Type","Expiration","Date","Ticker"
120,0.16,-0.02000001,0.14,0.16,1,18141,"puts",2019-01-18,2018-08-14,"AAPL"
125,0.19,-0.010000005,0.19,0.2,11,18516,"puts",2019-01-18,2018-08-14,"AAPL"
130,0.22,0,0.21,0.22,70,21012,"puts",2019-01-18,2018-08-14,"AAPL"
135,0.29,-0.01000002,0.25,0.27,35,14950,"puts",2019-01-18,2018-08-14,"AAPL"
140,0.36,0,0.3,0.33,5,42371,"puts",2019-01-18,2018-08-14,"AAPL"
145,0.43,0.01000002,0.38,0.4,10,25659,"puts",2019-01-18,2018-08-14,"AAPL"
150,0.52,-0.00999999,0.47,0.49,48,26936,"puts",2019-01-18,2018-08-14,"AAPL"
155,0.65,0,0.6,0.62,4,14597,"puts",2019-01-18,2018-08-14,"AAPL"
160,0.82,-0.00999999,0.76,0.79,394,26833,"puts",2019-01-18,2018-08-14,"AAPL"
165,1,-0.07000005,0.98,1.01,306,17255,"puts",2019-01-18,2018-08-14,"AAPL"
170,1.29,-0.110000014,1.28,1.3,548,20629,"puts",2019-01-18,2018-08-14,"AAPL"
175,1.76,-0.01999998,1.66,1.7,80,13654,"puts",2019-01-18,2018-08-14,"AAPL"
180,2.24,-0.19000006,2.19,2.24,77,18882,"puts",2019-01-18,2018-08-14,"AAPL"
185,3,-0.17000008,2.89,2.93,61,10630,"puts",2019-01-18,2018-08-14,"AAPL"
190,3.79,-0.36000013,3.8,3.85,276,24447,"puts",2019-01-18,2018-08-14,"AAPL"
195,4.9,-0.4499998,4.9,5,23,6569,"puts",2019-01-18,2018-08-14,"AAPL"
200,6.34,-0.55999994,6.35,6.45,295,7416,"puts",2019-01-18,2018-08-14,"AAPL"
205,8.15,-0.35000038,8.15,8.25,56,3130,"puts",2019-01-18,2018-08-14,"AAPL"
210,10.29,-0.5100002,10.3,10.4,280,5438,"puts",2019-01-18,2018-08-14,"AAPL"
215,12.99,0,12.9,12.95,89,1027,"puts",2019-01-18,2018-08-14,"AAPL"
220,15.84,-0.26000023,15.75,15.85,121,3457,"puts",2019-01-18,2018-08-14,"AAPL"
225,19.5,0,19.1,19.2,1,1083,"puts",2019-01-18,2018-08-14,"AAPL"
230,23,0,22.8,22.9,20,287,"puts",2019-01-18,2018-08-14,"AAPL"
235,27.25,0,26.8,26.9,19,177,"puts",2019-01-18,2018-08-14,"AAPL"
240,32,0.29999924,31.2,31.3,199,202,"puts",2019-01-18,2018-08-14,"AAPL"
245,38.05,0,37.6,38.4,54,151,"puts",2019-01-18,2018-08-14,"AAPL"
250,40.2,0,40.1,40.7,43,328,"puts",2019-01-18,2018-08-14,"AAPL"
255,44.89,0,45.1,45.75,1,1,"puts",2019-01-18,2018-08-14,"AAPL"
260,51.99,0,52,52.8,1,54,"puts",2019-01-18,2018-08-14,"AAPL"
265,62.65,0,57.1,58.15,50,50,"puts",2019-01-18,2018-08-14,"AAPL"
270,77,0,78.95,80,1,0,"puts",2019-01-18,2018-08-14,"AAPL"
300,93.46,0,92.05,92.8,10,20,"puts",2019-01-18,2018-08-14,"AAPL"
350,142.05,0,142.05,142.75,20,0,"puts",2019-01-18,2018-08-14,"AAPL"
375,166.7,0,167.05,167.75,20,0,"puts",2019-01-18,2018-08-14,"AAPL"
100,110.35,7.0999985,110.1,110.75,100,37,"calls",2019-02-15,2018-08-14,"AAPL"
130,78.5,0,76.5,80.6,69,69,"calls",2019-02-15,2018-08-14,"AAPL"
135,73.29,0,73.8,74.55,25,26,"calls",2019-02-15,2018-08-14,"AAPL"
140,67.93,0,68.95,69.65,1,7,"calls",2019-02-15,2018-08-14,"AAPL"
145,65.67,0,64.1,64.85,54,61,"calls",2019-02-15,2018-08-14,"AAPL"
150,60.95,0,59.35,60.05,2,16,"calls",2019-02-15,2018-08-14,"AAPL"
155,54.06,-0.12999725,54.6,55.35,15,108,"calls",2019-02-15,2018-08-14,"AAPL"
160,52.82,0.75,51.85,52.5,1,42,"calls",2019-02-15,2018-08-14,"AAPL"
165,44.77,0,45.4,46.05,5,5,"calls",2019-02-15,2018-08-14,"AAPL"
170,40.93,0.5999985,40.95,41.55,5,14,"calls",2019-02-15,2018-08-14,"AAPL"
175,38.34,-0.09000015,38.45,38.6,4,35,"calls",2019-02-15,2018-08-14,"AAPL"
180,33.9,-0.34000015,34.15,34.3,24,167,"calls",2019-02-15,2018-08-14,"AAPL"
185,30.05,0.14999962,30.05,30.2,1,124,"calls",2019-02-15,2018-08-14,"AAPL"
190,26.2,0.050001144,26.1,26.25,107,523,"calls",2019-02-15,2018-08-14,"AAPL"
195,22.43,-0.84000015,22.5,22.65,38,379,"calls",2019-02-15,2018-08-14,"AAPL"
200,19.17,0.14999962,19.1,19.2,34,1315,"calls",2019-02-15,2018-08-14,"AAPL"
205,15.9,-0.27000046,16,16.1,7,1033,"calls",2019-02-15,2018-08-14,"AAPL"
210,13.23,-0.020000458,13.2,13.3,167,1784,"calls",2019-02-15,2018-08-14,"AAPL"
215,10.68,-0.069999695,10.75,10.85,38,1709,"calls",2019-02-15,2018-08-14,"AAPL"
220,8.65,0.03999996,8.6,8.7,57,2926,"calls",2019-02-15,2018-08-14,"AAPL"
225,6.73,-0.21999979,6.75,6.85,22,1256,"calls",2019-02-15,2018-08-14,"AAPL"
230,5.25,-0.09000015,5.25,5.35,106,984,"calls",2019-02-15,2018-08-14,"AAPL"
235,4.1,-0.03999996,4.05,4.15,23,1344,"calls",2019-02-15,2018-08-14,"AAPL"
240,3.1,-0.05000019,3.1,3.2,164,2283,"calls",2019-02-15,2018-08-14,"AAPL"
245,2.38,0,2.37,2.41,60,167,"calls",2019-02-15,2018-08-14,"AAPL"
250,1.76,-0.20000005,1.8,1.83,44,899,"calls",2019-02-15,2018-08-14,"AAPL"
255,1.36,-0.00999999,1.37,1.4,31,36,"calls",2019-02-15,2018-08-14,"AAPL"
260,1.04,-0.01999998,1.04,1.08,3,95,"calls",2019-02-15,2018-08-14,"AAPL"
265,0.79,-0.00999999,0.8,0.84,10,75,"calls",2019-02-15,2018-08-14,"AAPL"
270,0.63,0,0.62,0.66,1,27,"calls",2019-02-15,2018-08-14,"AAPL"
275,0.48,0.09,0.49,0.52,11,3,"calls",2019-02-15,2018-08-14,"AAPL"
280,0.4,-0.03999999,0.37,0.39,1,5,"calls",2019-02-15,2018-08-14,"AAPL"
285,0.28,0,0.3,0.32,1,57,"calls",2019-02-15,2018-08-14,"AAPL"
290,0.27,0,0.25,0.27,30,50,"calls",2019-02-15,2018-08-14,"AAPL"
295,0.21,-0.030000001,0.21,0.22,2,31,"calls",2019-02-15,2018-08-14,"AAPL"
300,0.19,0,0.18,0.19,2,685,"calls",2019-02-15,2018-08-14,"AAPL"
100,0.09,0,0.08,0.09,51,75,"puts",2019-02-15,2018-08-14,"AAPL"
105,0.11,0,0.1,0.12,308,308,"puts",2019-02-15,2018-08-14,"AAPL"
110,0.15,0,0.12,0.14,20,102,"puts",2019-02-15,2018-08-14,"AAPL"
115,0.17,0,0.15,0.17,4,75,"puts",2019-02-15,2018-08-14,"AAPL"
120,0.19,0.00999999,0.18,0.2,3,55,"puts",2019-02-15,2018-08-14,"AAPL"
125,0.24,0,0.23,0.25,47,48,"puts",2019-02-15,2018-08-14,"AAPL"
130,0.27,-0.060000002,0.29,0.3,48,24,"puts",2019-02-15,2018-08-14,"AAPL"
135,0.36,0.01000002,0.36,0.37,45,40,"puts",2019-02-15,2018-08-14,"AAPL"
140,0.51,0.01999998,0.51,0.53,4,48,"puts",2019-02-15,2018-08-14,"AAPL"
145,0.62,0,0.64,0.66,26,101,"puts",2019-02-15,2018-08-14,"AAPL"
150,0.72,-0.07999998,0.7,0.72,5,95,"puts",2019-02-15,2018-08-14,"AAPL"
155,0.98,-0.01999998,0.88,0.9,10,53,"puts",2019-02-15,2018-08-14,"AAPL"
160,1.11,0,1.13,1.15,12,73,"puts",2019-02-15,2018-08-14,"AAPL"
165,1.45,-0.049999952,1.44,1.47,5,233,"puts",2019-02-15,2018-08-14,"AAPL"
170,1.98,-0.06999993,1.86,1.89,3,267,"puts",2019-02-15,2018-08-14,"AAPL"
175,2.47,0.089999914,2.38,2.42,29,318,"puts",2019-02-15,2018-08-14,"AAPL"
180,3.16,-0.089999914,3.05,3.1,30,426,"puts",2019-02-15,2018-08-14,"AAPL"
185,3.92,0,3.9,4,5,141,"puts",2019-02-15,2018-08-14,"AAPL"
190,4.95,-0.25,4.95,5.05,41,888,"puts",2019-02-15,2018-08-14,"AAPL"
195,6.6,0.089999676,6.25,6.35,10,2132,"puts",2019-02-15,2018-08-14,"AAPL"
200,7.85,-0.36000013,7.85,7.95,90,1057,"puts",2019-02-15,2018-08-14,"AAPL"
205,9.95,-0.19999981,9.7,9.8,120,1121,"puts",2019-02-15,2018-08-14,"AAPL"
210,12.2,-0.10000038,11.9,12,65,236,"puts",2019-02-15,2018-08-14,"AAPL"
215,14.15,0,14.4,14.5,50,168,"puts",2019-02-15,2018-08-14,"AAPL"
220,18.3,0.4299984,18.7,18.85,15,224,"puts",2019-02-15,2018-08-14,"AAPL"
225,20.75,0,20.45,20.6,20,201,"puts",2019-02-15,2018-08-14,"AAPL"
230,24.35,0,24,24.15,26,121,"puts",2019-02-15,2018-08-14,"AAPL"
235,28.35,0,27.75,27.9,118,118,"puts",2019-02-15,2018-08-14,"AAPL"
240,36.07,0,33.8,34.25,15,17,"puts",2019-02-15,2018-08-14,"AAPL"
245,36.49,0,36.2,36.35,20,15,"puts",2019-02-15,2018-08-14,"AAPL"
250,43.8,0,42.4,43.05,25,25,"puts",2019-02-15,2018-08-14,"AAPL"
85,125.25,17.75,123.45,127.55,40,0,"calls",2019-06-21,2018-08-14,"AAPL"
90,118.92,20.32,116.4,120.6,3,175,"calls",2019-06-21,2018-08-14,"AAPL"
100,110.2,1.0499954,108.75,112.85,60,274,"calls",2019-06-21,2018-08-14,"AAPL"
105,87.46,87.46,84.55,88.4,0,1,"calls",2019-06-21,2018-08-14,"AAPL"
110,81.57,13.769997,80,83.4,20,52,"calls",2019-06-21,2018-08-14,"AAPL"
115,93.25,0,92.15,96.3,1,1,"calls",2019-06-21,2018-08-14,"AAPL"
120,90.31,0,87.35,91.45,1,196,"calls",2019-06-21,2018-08-14,"AAPL"
125,85.77,0,82.6,86.65,11,195,"calls",2019-06-21,2018-08-14,"AAPL"
130,82.46,0,79.85,83.8,2,203,"calls",2019-06-21,2018-08-14,"AAPL"
135,76.22,0,73.15,77.1,2,177,"calls",2019-06-21,2018-08-14,"AAPL"
140,69.28,-2.2399979,68.75,72.15,122,784,"calls",2019-06-21,2018-08-14,"AAPL"
145,66.97,0,64.1,67.65,31,825,"calls",2019-06-21,2018-08-14,"AAPL"
150,62.5,1.4399986,61.3,64.9,3,798,"calls",2019-06-21,2018-08-14,"AAPL"
155,54.99,0,55.15,58.45,14,200,"calls",2019-06-21,2018-08-14,"AAPL"
160,53.9,0,52.45,55.75,15,1788,"calls",2019-06-21,2018-08-14,"AAPL"
165,50.2,0,48.25,49.75,10,1059,"calls",2019-06-21,2018-08-14,"AAPL"
170,45.25,0,44.8,45.9,2,2135,"calls",2019-06-21,2018-08-14,"AAPL"
175,41.5,0,40.15,41.4,37,2236,"calls",2019-06-21,2018-08-14,"AAPL"
180,37.43,0.15999985,37.2,37.45,28,2026,"calls",2019-06-21,2018-08-14,"AAPL"
185,33.54,-0.3600006,33.55,33.75,1,2625,"calls",2019-06-21,2018-08-14,"AAPL"
190,30.12,0.27000046,29.95,30.1,14,4778,"calls",2019-06-21,2018-08-14,"AAPL"
195,26.6,0,26.6,26.8,89,1718,"calls",2019-06-21,2018-08-14,"AAPL"
200,23.35,0,23.45,23.65,47,6257,"calls",2019-06-21,2018-08-14,"AAPL"
205,20.59,-0.010000229,20.55,20.7,149,1666,"calls",2019-06-21,2018-08-14,"AAPL"
210,17.92,0.020000458,17.85,18,49,4370,"calls",2019-06-21,2018-08-14,"AAPL"
215,15.42,-0.029999733,15.35,15.5,91,2070,"calls",2019-06-21,2018-08-14,"AAPL"
220,13.3,0,13.1,13.3,22,2860,"calls",2019-06-21,2018-08-14,"AAPL"
225,11.05,-0.14999962,11.15,11.3,32,1562,"calls",2019-06-21,2018-08-14,"AAPL"
230,9.33,-0.27999973,9.4,9.5,41,2508,"calls",2019-06-21,2018-08-14,"AAPL"
235,7.88,-0.13000011,7.85,8,33,1140,"calls",2019-06-21,2018-08-14,"AAPL"
240,6.7,0,6.55,6.65,88,1269,"calls",2019-06-21,2018-08-14,"AAPL"
245,5.4,-0.46000004,5.4,5.5,34,440,"calls",2019-06-21,2018-08-14,"AAPL"
250,4.47,-0.23000002,4.45,4.55,14,1417,"calls",2019-06-21,2018-08-14,"AAPL"
255,3.75,-0.049999952,3.65,3.75,62,272,"calls",2019-06-21,2018-08-14,"AAPL"
260,3.15,0,2.98,3.1,2,317,"calls",2019-06-21,2018-08-14,"AAPL"
265,2.53,0,2.45,2.52,50,387,"calls",2019-06-21,2018-08-14,"AAPL"
270,2.05,-0.059999943,2,2.07,2,480,"calls",2019-06-21,2018-08-14,"AAPL"
275,1.41,0,1.56,1.62,9,178,"calls",2019-06-21,2018-08-14,"AAPL"
280,1.39,0.03999996,1.36,1.42,30,118,"calls",2019-06-21,2018-08-14,"AAPL"
285,1.25,0,1.13,1.18,3,217,"calls",2019-06-21,2018-08-14,"AAPL"
290,0.94,0.029999971,0.94,0.99,1,270,"calls",2019-06-21,2018-08-14,"AAPL"
295,0.6,-0.120000005,0.77,0.8,1,451,"calls",2019-06-21,2018-08-14,"AAPL"
300,0.69,-0.01999998,0.69,0.72,14,1657,"calls",2019-06-21,2018-08-14,"AAPL"
85,0.15,0.060000002,0.15,0.17,13,183,"puts",2019-06-21,2018-08-14,"AAPL"
90,0.17,0.060000002,0.18,0.2,4,378,"puts",2019-06-21,2018-08-14,"AAPL"
95,0.22,0,0.13,0.16,16,256,"puts",2019-06-21,2018-08-14,"AAPL"
100,0.23,0,0.16,0.19,5,1024,"puts",2019-06-21,2018-08-14,"AAPL"
105,0.21,-0.02000001,0.3,0.32,18,267,"puts",2019-06-21,2018-08-14,"AAPL"
110,0.32,0.01999998,0.36,0.38,27,129,"puts",2019-06-21,2018-08-14,"AAPL"
115,0.35,-0.01000002,0.32,0.36,64,427,"puts",2019-06-21,2018-08-14,"AAPL"
120,0.47,0.050000012,0.41,0.42,12,2863,"puts",2019-06-21,2018-08-14,"AAPL"
125,0.55,-0.089999974,0.52,0.54,6,655,"puts",2019-06-21,2018-08-14,"AAPL"
130,0.78,0.01999998,0.76,0.79,125,5313,"puts",2019-06-21,2018-08-14,"AAPL"
135,0.81,-0.050000012,0.8,0.82,94,1151,"puts",2019-06-21,2018-08-14,"AAPL"
140,1.12,0,0.99,1.02,23,3542,"puts",2019-06-21,2018-08-14,"AAPL"
145,1.4,0.029999971,1.41,1.45,12,1390,"puts",2019-06-21,2018-08-14,"AAPL"
150,1.63,-0.08000004,1.54,1.57,3,5587,"puts",2019-06-21,2018-08-14,"AAPL"
155,2.06,-0.1500001,1.92,1.96,5,3677,"puts",2019-06-21,2018-08-14,"AAPL"
160,2.4,-0.26,2.38,2.44,14,4545,"puts",2019-06-21,2018-08-14,"AAPL"
165,3,-0.1500001,2.94,3.05,9,4157,"puts",2019-06-21,2018-08-14,"AAPL"
170,3.65,-0.18999982,3.65,3.75,95,4703,"puts",2019-06-21,2018-08-14,"AAPL"
175,4.5,-0.099999905,4.45,4.55,33,3770,"puts",2019-06-21,2018-08-14,"AAPL"
180,5.46,-0.34000015,5.4,5.55,94,3626,"puts",2019-06-21,2018-08-14,"AAPL"
185,6.55,-0.4499998,6.55,6.7,7,1552,"puts",2019-06-21,2018-08-14,"AAPL"
190,8.03,-0.42000008,7.9,8.05,30,3259,"puts",2019-06-21,2018-08-14,"AAPL"
195,9.75,-0.19999981,9.45,9.6,20,951,"puts",2019-06-21,2018-08-14,"AAPL"
200,11.67,-0.13000011,11.2,11.35,6,1093,"puts",2019-06-21,2018-08-14,"AAPL"
205,13.23,-0.47000027,13.2,13.35,184,839,"puts",2019-06-21,2018-08-14,"AAPL"
210,16.05,0,15.45,15.65,181,681,"puts",2019-06-21,2018-08-14,"AAPL"
215,18.65,0.27000046,17.9,18.05,31,305,"puts",2019-06-21,2018-08-14,"AAPL"
220,21.45,0,20.65,20.8,26,130,"puts",2019-06-21,2018-08-14,"AAPL"
225,24.4,0,23.65,23.8,50,179,"puts",2019-06-21,2018-08-14,"AAPL"
230,27.85,0,26.9,27.05,2,58,"puts",2019-06-21,2018-08-14,"AAPL"
235,30.75,0,30.4,30.6,26,203,"puts",2019-06-21,2018-08-14,"AAPL"
240,34.5,0,34.05,34.25,29,259,"puts",2019-06-21,2018-08-14,"AAPL"
245,37.45,-1.2999992,38,38.25,58,265,"puts",2019-06-21,2018-08-14,"AAPL"
250,44.75,0,43.6,44.8,5,252,"puts",2019-06-21,2018-08-14,"AAPL"
260,52,0,51.5,54.25,10,10,"puts",2019-06-21,2018-08-14,"AAPL"
300,93,-21.949997,90.5,94.25,60,2,"puts",2019-06-21,2018-08-14,"AAPL"
50,159.5,0,156,160.5,17,11,"calls",2020-01-17,2018-08-14,"AAPL"
55,152.49,-2.0599976,150.65,154.5,12,1,"calls",2020-01-17,2018-08-14,"AAPL"
60,149.55,0,146,150.5,7,5,"calls",2020-01-17,2018-08-14,"AAPL"
65,122.7,122.7,124,128.3,0,1,"calls",2020-01-17,2018-08-14,"AAPL"
70,141.85,0,136,141,40,44,"calls",2020-01-17,2018-08-14,"AAPL"
75,112.4,112.4,114,118.35,0,5,"calls",2020-01-17,2018-08-14,"AAPL"
80,130,0,127.5,132.5,5,543,"calls",2020-01-17,2018-08-14,"AAPL"
85,125,0,122.5,127.5,3,67,"calls",2020-01-17,2018-08-14,"AAPL"
90,120,0,118,123,2,347,"calls",2020-01-17,2018-08-14,"AAPL"
95,106,0,111.05,115.5,101,451,"calls",2020-01-17,2018-08-14,"AAPL"
100,110,-1.5,110.5,111.25,22,6215,"calls",2020-01-17,2018-08-14,"AAPL"
105,104.44,0.6399994,103,107,4,443,"calls",2020-01-17,2018-08-14,"AAPL"
110,101,1.2200012,97.05,102,10,811,"calls",2020-01-17,2018-08-14,"AAPL"
115,93.41,-2.0299988,92.5,97,1,541,"calls",2020-01-17,2018-08-14,"AAPL"
120,92.14,-0.66999817,90,94,20,1897,"calls",2020-01-17,2018-08-14,"AAPL"
125,87.5,2.5999985,85.05,90,4,1951,"calls",2020-01-17,2018-08-14,"AAPL"
130,80,-2.550003,78.6,83,5,2427,"calls",2020-01-17,2018-08-14,"AAPL"
135,78,0,76.1,80.8,2,946,"calls",2020-01-17,2018-08-14,"AAPL"
140,72.94,-0.11999512,69.8,72.8,10,5406,"calls",2020-01-17,2018-08-14,"AAPL"
145,68.21,0,67.5,72,1,1213,"calls",2020-01-17,2018-08-14,"AAPL"
150,65.16,-0.17999268,64,68,9,16917,"calls",2020-01-17,2018-08-14,"AAPL"
155,61.35,-0.3199997,60.95,61.8,6,10958,"calls",2020-01-17,2018-08-14,"AAPL"
160,57.25,0.13000107,57.25,57.6,4,6826,"calls",2020-01-17,2018-08-14,"AAPL"
165,53.51,-0.040000916,53.35,53.65,3,4276,"calls",2020-01-17,2018-08-14,"AAPL"
170,49.65,-0.25,49.35,49.85,5,8199,"calls",2020-01-17,2018-08-14,"AAPL"
175,46,0.049999237,45.55,46.15,18,14611,"calls",2020-01-17,2018-08-14,"AAPL"
180,42.7,0.20000076,42.35,42.5,201,10363,"calls",2020-01-17,2018-08-14,"AAPL"
185,39.18,0.02999878,38.9,39.1,2,6152,"calls",2020-01-17,2018-08-14,"AAPL"
190,35.75,-0.040000916,35.65,35.75,51,7232,"calls",2020-01-17,2018-08-14,"AAPL"
195,32.5,-0.33000183,32.55,32.75,81,4960,"calls",2020-01-17,2018-08-14,"AAPL"
200,29.68,-0.069999695,29.6,29.8,36,21858,"calls",2020-01-17,2018-08-14,"AAPL"
205,26.97,0.11999893,26.85,27.05,109,947,"calls",2020-01-17,2018-08-14,"AAPL"
210,24.2,-0.19999886,24.2,24.4,15,7007,"calls",2020-01-17,2018-08-14,"AAPL"
215,21.76,-0.059999466,21.85,22,37,1559,"calls",2020-01-17,2018-08-14,"AAPL"
220,19.6,0,19.55,19.75,342,7327,"calls",2020-01-17,2018-08-14,"AAPL"
225,17.6,-0.10000038,17.45,17.6,9,952,"calls",2020-01-17,2018-08-14,"AAPL"
230,15.43,-0.55999947,15.55,15.75,88,3320,"calls",2020-01-17,2018-08-14,"AAPL"
235,13.9,-0.20000076,13.8,14,4,462,"calls",2020-01-17,2018-08-14,"AAPL"
240,12.48,0,12.2,12.35,36,4743,"calls",2020-01-17,2018-08-14,"AAPL"
245,11,-0.35000038,10.8,10.9,27,472,"calls",2020-01-17,2018-08-14,"AAPL"
250,9.43,-0.3699999,9.5,9.65,497,3155,"calls",2020-01-17,2018-08-14,"AAPL"
255,8.3,-0.09999943,8.3,8.45,41,616,"calls",2020-01-17,2018-08-14,"AAPL"
260,7.23,-0.21999979,7.3,7.4,59,2349,"calls",2020-01-17,2018-08-14,"AAPL"
270,5.65,-0.049999714,5.55,5.65,6,265,"calls",2020-01-17,2018-08-14,"AAPL"
280,4.3,0.3000002,4.25,4.35,56,6041,"calls",2020-01-17,2018-08-14,"AAPL"
290,3.45,0,3.25,3.3,11,397,"calls",2020-01-17,2018-08-14,"AAPL"
300,2.51,-0.1400001,2.49,2.57,342,2107,"calls",2020-01-17,2018-08-14,"AAPL"
310,1.97,-0.07999992,1.92,1.97,29,329,"calls",2020-01-17,2018-08-14,"AAPL"
50,0.09,0,0.03,0.17,20,718,"puts",2020-01-17,2018-08-14,"AAPL"
55,0.18,0.18,0.01,0.26,0,8,"puts",2020-01-17,2018-08-14,"AAPL"
60,0.12,0.029999994,0.07,0.13,3,9,"puts",2020-01-17,2018-08-14,"AAPL"
65,0.13,0.13,0.05,0.3,0,4,"puts",2020-01-17,2018-08-14,"AAPL"
70,0.14,0,0.1,0.21,5,121,"puts",2020-01-17,2018-08-14,"AAPL"
75,0.24,0.08999999,0.19,0.21,113,99,"puts",2020-01-17,2018-08-14,"AAPL"
80,0.29,0.099999994,0.24,0.26,41,3595,"puts",2020-01-17,2018-08-14,"AAPL"
85,0.26,-0.01000002,0.29,0.31,22,546,"puts",2020-01-17,2018-08-14,"AAPL"
90,0.34,0,0.28,0.3,21,1324,"puts",2020-01-17,2018-08-14,"AAPL"
95,0.38,-0.099999994,0.35,0.37,10,987,"puts",2020-01-17,2018-08-14,"AAPL"
100,0.52,0.029999971,0.44,0.45,19,10887,"puts",2020-01-17,2018-08-14,"AAPL"
105,0.55,-0.050000012,0.62,0.64,10,1075,"puts",2020-01-17,2018-08-14,"AAPL"
110,0.74,-0.03999996,0.75,0.78,18,830,"puts",2020-01-17,2018-08-14,"AAPL"
115,0.84,-0.04000002,0.83,0.85,19,4147,"puts",2020-01-17,2018-08-14,"AAPL"
120,1.14,0.059999943,1.03,1.05,7,6763,"puts",2020-01-17,2018-08-14,"AAPL"
125,1.32,0,1.26,1.32,3,6331,"puts",2020-01-17,2018-08-14,"AAPL"
130,1.61,0.029999971,1.51,1.57,18,10996,"puts",2020-01-17,2018-08-14,"AAPL"
135,1.94,0.03000009,1.84,1.89,72,8906,"puts",2020-01-17,2018-08-14,"AAPL"
140,2.25,-0.00999999,2.25,2.29,115,12301,"puts",2020-01-17,2018-08-14,"AAPL"
145,2.82,-0.08000016,2.74,2.78,39,9272,"puts",2020-01-17,2018-08-14,"AAPL"
150,3.4,-0.00999999,3.25,3.35,64,10451,"puts",2020-01-17,2018-08-14,"AAPL"
155,4,-0.099999905,3.9,3.95,96,5820,"puts",2020-01-17,2018-08-14,"AAPL"
160,4.75,-0.05000019,4.65,4.7,13,12794,"puts",2020-01-17,2018-08-14,"AAPL"
165,5.65,-0.089999676,5.5,5.55,13,6458,"puts",2020-01-17,2018-08-14,"AAPL"
170,6.6,-0.1500001,6.5,6.6,30,5504,"puts",2020-01-17,2018-08-14,"AAPL"
175,7.75,-0.1500001,7.6,7.7,26,4704,"puts",2020-01-17,2018-08-14,"AAPL"
180,8.9,-0.22000027,8.9,9,336,5194,"puts",2020-01-17,2018-08-14,"AAPL"
185,10.3,-0.4499998,10.25,10.35,14,2975,"puts",2020-01-17,2018-08-14,"AAPL"
190,12,-0.19999981,11.8,11.95,14,2870,"puts",2020-01-17,2018-08-14,"AAPL"
195,13.7,-0.35000038,13.55,13.7,21,988,"puts",2020-01-17,2018-08-14,"AAPL"
200,15.55,-0.49999905,15.5,15.6,47,6633,"puts",2020-01-17,2018-08-14,"AAPL"
205,17.6,-0.39999962,17.6,17.7,42,722,"puts",2020-01-17,2018-08-14,"AAPL"
210,20.15,-0.30000114,19.85,20,69,965,"puts",2020-01-17,2018-08-14,"AAPL"
215,22.35,0.10000038,22.35,22.55,35,130,"puts",2020-01-17,2018-08-14,"AAPL"
220,24.94,-0.55999947,25,25.15,54,1281,"puts",2020-01-17,2018-08-14,"AAPL"
225,28.15,-1.0100002,27.85,28,4,142,"puts",2020-01-17,2018-08-14,"AAPL"
230,31.05,-0.15000153,30.9,31.05,4,404,"puts",2020-01-17,2018-08-14,"AAPL"
235,34.6,0.25,34.15,34.3,2,187,"puts",2020-01-17,2018-08-14,"AAPL"
240,37.7,-0.36999893,37.5,37.65,6,1745,"puts",2020-01-17,2018-08-14,"AAPL"
245,41.95,0,42.6,42.8,108,162,"puts",2020-01-17,2018-08-14,"AAPL"
250,44.9,-0.54999924,44.85,45.05,32,2285,"puts",2020-01-17,2018-08-14,"AAPL"
255,49.3,0.040000916,48.8,49,100,211,"puts",2020-01-17,2018-08-14,"AAPL"
260,55.5,0,54.55,54.8,2,290,"puts",2020-01-17,2018-08-14,"AAPL"
270,92.3,92.3,77.35,82,0,0,"puts",2020-01-17,2018-08-14,"AAPL"
300,91.5,0,90,95,2,2,"puts",2020-01-17,2018-08-14,"AAPL"
310,100.5,0,100,105,1,0,"puts",2020-01-17,2018-08-14,"AAPL"
85,107,0,121.05,126,1,47,"calls",2020-06-19,2018-08-14,"AAPL"
90,117.75,-0.80000305,115.6,120.5,4,69,"calls",2020-06-19,2018-08-14,"AAPL"
95,115,11.150002,113.15,118,1,151,"calls",2020-06-19,2018-08-14,"AAPL"
100,114,0,108.5,113,5,368,"calls",2020-06-19,2018-08-14,"AAPL"
105,103.72,0,102.05,107,16,177,"calls",2020-06-19,2018-08-14,"AAPL"
110,102.1,0,99,102.85,1,32,"calls",2020-06-19,2018-08-14,"AAPL"
115,98.18,0,95.05,100,1,51,"calls",2020-06-19,2018-08-14,"AAPL"
120,90.14,-1.8600006,89,93.5,1,493,"calls",2020-06-19,2018-08-14,"AAPL"
125,87.75,0,85.95,89.1,1,283,"calls",2020-06-19,2018-08-14,"AAPL"
130,84.41,0.34000397,81.7,86.5,20,921,"calls",2020-06-19,2018-08-14,"AAPL"
135,78.52,0,76.05,78.45,4,2077,"calls",2020-06-19,2018-08-14,"AAPL"
140,75,0,73.2,78,31,382,"calls",2020-06-19,2018-08-14,"AAPL"
145,71.5,1.300003,69.05,74,2,169,"calls",2020-06-19,2018-08-14,"AAPL"
150,68,0,65,69.8,15,730,"calls",2020-06-19,2018-08-14,"AAPL"
155,59.95,0.40000153,60.05,64,2,198,"calls",2020-06-19,2018-08-14,"AAPL"
160,59.22,0.22000122,58.15,60.05,12,887,"calls",2020-06-19,2018-08-14,"AAPL"
165,55.7,0.030002594,54,58,3,627,"calls",2020-06-19,2018-08-14,"AAPL"
170,52,0,52,52.5,1,565,"calls",2020-06-19,2018-08-14,"AAPL"
